RaceName,Sex,AgeGroup,CountyName,CommunicationType,ElectionType,count
Asian,M,45-64,OTTAWA,mail,lpv,245
Hispanic,M,30-44,MUSKEGON,text,lpv,1143
Asian,M,65+,INGHAM,mail,lpv,90
Caucasian,M,30-44,OTSEGO,text,lpv,672
Caucasian,M,18-29,MARQUETTE,call,lpv,833
Caucasian,M,30-44,HILLSDALE,call,lpv,357
Caucasian,F,30-44,LAKE,call,lpv,90
Black,M,30-44,LAKE,call,lpv,14
Caucasian,F,45-64,OAKLAND,mail,lpv,270
Caucasian,F,65+,MONTCALM,text,scomi,19
Unknown,F,65+,GENESEE,text,lpv,367
Black,M,30-44,ALPENA,text,lpv,1
Caucasian,F,30-44,ALLEGAN,text,scomi,140
Black,M,18-29,WAYNE,postcards,lpv,395
Caucasian,F,45-64,ST. CLAIR,mail,lpv,13
Caucasian,F,45-64,HOUGHTON,postcards,lpv,4
Unknown,F,45-64,INGHAM,postcards,lpv,1
Caucasian,F,30-44,GRAND TRAVERSE,text,oakland county prosecutor race,10
Caucasian,U,18-29,BARRY,text,lpv,6
Hispanic,F,45-64,ISABELLA,mail,lpv,31
Black,M,30-44,PRESQUE ISLE,text,lpv,6
Hispanic,F,30-44,LENAWEE,mail,lpv,1
Unknown,F,45-64,EATON,text,lpv,134
Hispanic,F,65+,LENAWEE,postcards,lpv,9
Caucasian,F,45-64,LIVINGSTON,mail,oakland,72
Asian,M,65+,GENESEE,mail,lpv,12
Caucasian,F,45-64,MIDLAND,text,oakland,3
Black,M,65+,GENESEE,text,oakland county prosecutor race,5
Caucasian,F,45-64,PRESQUE ISLE,text,oakland county prosecutor race,1
Caucasian,F,65+,INGHAM,text,oakland,3
Caucasian,F,45-64,LAPEER,text,oakland prosecutor,4
Caucasian,M,18-29,WEXFORD,mail,lpv,6
Unknown,M,65+,ALLEGAN,mail,lpv,8
Caucasian,F,65+,LIVINGSTON,text,oakland prosecutor,5
Black,F,18-29,MIDLAND,text,lpv,51
Unknown,F,30-44,MECOSTA,text,scomi,3
Caucasian,F,18-29,OTTAWA,text,oakland county prosecutor race,8
Caucasian,F,45-64,CHARLEVOIX,text,oakland county prosecutor race,9
Unknown,F,45-64,LENAWEE,text,scomi,1
Native American,F,18-29,WASHTENAW,call,lpv,4
Unknown,M,65+,OTTAWA,text,lpv,34
Unknown,F,45-64,ST. JOSEPH,text,lpv,19
Caucasian,M,45-64,NEWAYGO,text,scomi,6
Caucasian,F,65+,TUSCOLA,mail,oakland,12
Unknown,M,18-29,MASON,call,lpv,6
Asian,M,30-44,SHIAWASSEE,call,lpv,3
Hispanic,M,65+,GRAND TRAVERSE,call,lpv,1
Caucasian,M,45-64,ALCONA,phone,oakland prosecutor,6
Caucasian,M,18-29,HILLSDALE,postcards,lpv,5
Unknown,M,45-64,SHIAWASSEE,text,lpv,1
Asian,F,18-29,SHIAWASSEE,call,lpv,5
Unknown,M,45-64,MIDLAND,mail,lpv,2
Hispanic,U,18-29,ALLEGAN,call,lpv,3
Caucasian,M,30-44,MASON,postcards,lpv,2
Black,M,30-44,IOSCO,call,lpv,4
Black,F,30-44,CALHOUN,mail,oakland,8
Caucasian,M,65+,CHARLEVOIX,mail,oakland,1
Hispanic,M,18-29,BERRIEN,text,scomi,2
Hispanic,F,65+,MISSAUKEE,call,lpv,1
Caucasian,F,18-29,OTSEGO,mail,lpv,6
Caucasian,M,45-64,MONROE,text,lpv,2863
Asian,M,30-44,WAYNE,text,lpv,6639
Caucasian,M,18-29,GRATIOT,text,lpv,445
Black,M,65+,GENESEE,mail,lpv,1440
Hispanic,M,30-44,OAKLAND,call,oakland,119
Caucasian,F,18-29,CHEBOYGAN,text,lpv,372
Caucasian,F,45-64,GRAND TRAVERSE,text,oakland,15
Asian,M,30-44,OAKLAND,phone,oakland,375
Unknown,M,30-44,MACKINAC,text,lpv,4
Caucasian,F,18-29,CHIPPEWA,call,lpv,240
Unknown,F,65+,CHIPPEWA,text,lpv,34
Caucasian,M,45-64,KENT,call,lpv,97
Unknown,F,30-44,MONTCALM,text,lpv,26
Caucasian,M,65+,INGHAM,text,oakland prosecutor,1
Caucasian,F,65+,MACOMB,phone,oakland,41
Unknown,F,30-44,INGHAM,text,scomi,306
Black,F,45-64,WAYNE,call,oakland,72
Caucasian,M,65+,WAYNE,text,oakland,68
Hispanic,F,30-44,MONTCALM,call,lpv,46
Hispanic,M,65+,GENESEE,mail,lpv,73
Unknown,M,18-29,CALHOUN,mail,lpv,20
Black,F,30-44,LENAWEE,call,lpv,13
Hispanic,M,30-44,MONROE,call,lpv,140
Hispanic,M,30-44,BRANCH,text,lpv,48
Caucasian,F,30-44,MACOMB,mail,oakland,266
Caucasian,M,30-44,INGHAM,text,oakland county prosecutor race,13
Caucasian,M,65+,KALKASKA,postcards,lpv,6
Black,F,45-64,ALLEGAN,mail,lpv,12
Caucasian,M,30-44,SANILAC,postcards,lpv,3
Unknown,F,18-29,MECOSTA,text,lpv,13
Caucasian,M,45-64,LENAWEE,postcards,lpv,10
Caucasian,M,45-64,MUSKEGON,postcards,lpv,15
Caucasian,M,45-64,INGHAM,mail,oakland,24
Black,M,45-64,GLADWIN,text,lpv,1
Caucasian,M,18-29,IOSCO,postcards,lpv,7
Caucasian,M,30-44,LIVINGSTON,text,oakland,38
Hispanic,M,18-29,INGHAM,text,oakland,2
Hispanic,M,45-64,WAYNE,mail,oakland,4
Hispanic,F,45-64,KALKASKA,text,lpv,1
Unknown,F,45-64,ONTONAGON,call,lpv,1
Black,M,30-44,WEXFORD,text,lpv,6
Caucasian,F,45-64,SAGINAW,text,oakland,4
Caucasian,F,45-64,BARAGA,text,scomi,1
Caucasian,F,45-64,CLINTON,text,oakland county prosecutor race,2
Black,M,45-64,INGHAM,mail,oakland,6
Unknown,M,18-29,BARRY,text,lpv,14
Hispanic,F,18-29,MARQUETTE,postcards,lpv,1
Black,F,30-44,MACOMB,call,lpv,8462
Caucasian,F,30-44,HOUGHTON,text,lpv,1011
Black,M,18-29,GENESEE,text,scomi,604
Black,M,18-29,OAKLAND,phone,oakland prosecutor,1027
Black,M,18-29,SAGINAW,mail,lpv,1177
Caucasian,M,30-44,DELTA,text,lpv,826
Caucasian,F,18-29,ALLEGAN,mail,lpv,233
Caucasian,F,18-29,OTTAWA,postcards,lpv,92
Black,F,45-64,MUSKEGON,call,lpv,1031
Black,M,30-44,WASHTENAW,call,lpv,1764
Hispanic,F,45-64,GRAND TRAVERSE,call,lpv,13
Unknown,M,30-44,CALHOUN,mail,lpv,92
Caucasian,M,18-29,WASHTENAW,text,oakland county prosecutor race,28
Asian,M,18-29,WAYNE,text,scomi,484
Caucasian,M,45-64,SANILAC,text,lpv,278
Caucasian,M,45-64,INGHAM,postcards,lpv,73
Hispanic,F,45-64,BAY,text,lpv,658
Caucasian,F,45-64,DELTA,text,scomi,9
Unknown,M,45-64,BAY,text,lpv,69
Hispanic,F,30-44,EMMET,text,lpv,10
Caucasian,M,18-29,MIDLAND,mail,lpv,40
Caucasian,F,45-64,KALAMAZOO,text,oakland county prosecutor race,7
Black,M,45-64,OCEANA,text,lpv,13
Caucasian,F,45-64,ALCONA,text,oakland,5
Caucasian,F,30-44,WASHTENAW,text,oakland,26
Unknown,F,18-29,OAKLAND,call,lpv,26
Hispanic,M,45-64,CLINTON,mail,lpv,4
Caucasian,M,30-44,SHIAWASSEE,text,scomi,20
Unknown,F,65+,BARRY,mail,lpv,1
Caucasian,M,30-44,JACKSON,postcards,lpv,23
Black,F,65+,BERRIEN,text,scomi,20
Native American,F,45-64,CHIPPEWA,mail,oakland,12
Black,M,30-44,MIDLAND,call,lpv,24
Caucasian,M,65+,GENESEE,text,oakland prosecutor,2
Caucasian,F,65+,LEELANAU,phone,oakland,8
Caucasian,F,45-64,BAY,call,lpv,27
Caucasian,F,65+,MUSKEGON,text,oakland county prosecutor race,2
Unknown,M,45-64,SHIAWASSEE,call,lpv,3
Unknown,M,45-64,HOUGHTON,text,lpv,1
Caucasian,F,30-44,BERRIEN,text,oakland county prosecutor race,1
Hispanic,F,65+,JACKSON,text,lpv,35
Hispanic,M,30-44,BAY,text,oakland county prosecutor race,2
Unknown,F,30-44,HILLSDALE,text,lpv,18
Caucasian,F,45-64,LEELANAU,postcards,lpv,2
Black,M,65+,LIVINGSTON,text,lpv,3
Black,F,65+,BARRY,text,lpv,1
Caucasian,M,18-29,OSCEOLA,text,scomi,1
Caucasian,M,18-29,BARRY,phone,oakland prosecutor,4
Asian,F,30-44,CASS,text,lpv,2
Caucasian,U,18-29,DICKINSON,text,lpv,1
Black,F,45-64,MACOMB,call,oakland,5
Hispanic,M,65+,MASON,text,lpv,6
Caucasian,M,65+,MANISTEE,text,lpv,358
Black,M,30-44,CALHOUN,mail,lpv,848
Hispanic,F,65+,WAYNE,mail,lpv,740
Caucasian,F,18-29,INGHAM,text,lpv,18754
Hispanic,F,30-44,WASHTENAW,mail,lpv,598
Caucasian,M,18-29,GENESEE,call,lpv,3988
Unknown,M,45-64,WAYNE,text,lpv,6411
Black,F,65+,KALAMAZOO,text,lpv,1128
Black,F,65+,KENT,mail,lpv,589
Black,F,18-29,CALHOUN,text,lpv,1724
Black,M,45-64,OAKLAND,phone,oakland prosecutor,3061
Black,F,45-64,WASHTENAW,call,lpv,1572
Asian,M,65+,OAKLAND,text,oakland prosecutor,35
Unknown,F,45-64,CALHOUN,text,lpv,326
Caucasian,F,18-29,HOUGHTON,call,lpv,347
Caucasian,F,18-29,ALCONA,call,lpv,52
Unknown,M,45-64,INGHAM,call,lpv,213
Hispanic,M,65+,SAGINAW,text,lpv,1254
Asian,M,65+,MACOMB,text,oakland,9
Hispanic,M,65+,OTTAWA,text,lpv,800
Caucasian,M,65+,MUSKEGON,postcards,lpv,58
Caucasian,F,65+,LIVINGSTON,mail,oakland,64
Caucasian,M,18-29,MACOMB,phone,oakland prosecutor,6
Native American,F,18-29,BERRIEN,text,lpv,8
Caucasian,M,65+,MACOMB,mail,lpv,52
Unknown,F,30-44,ISABELLA,mail,lpv,41
Caucasian,M,30-44,LIVINGSTON,text,oakland county prosecutor race,57
Hispanic,M,45-64,BRANCH,text,lpv,34
Unknown,F,45-64,ANTRIM,text,lpv,7
Hispanic,F,65+,ARENAC,call,lpv,3
Hispanic,F,30-44,IONIA,text,lpv,185
Caucasian,M,30-44,CLARE,postcards,lpv,4
Hispanic,M,45-64,OGEMAW,call,lpv,8
Caucasian,M,45-64,WAYNE,call,oakland,10
Black,F,18-29,MONROE,mail,lpv,2
Asian,F,45-64,LIVINGSTON,mail,lpv,2
Caucasian,F,45-64,HURON,text,oakland county prosecutor race,4
Hispanic,M,65+,OAKLAND,postcards,lpv,16
Unknown,M,18-29,LUCE,call,lpv,1
Native American,F,45-64,OAKLAND,text,oakland,26
Black,F,18-29,ALLEGAN,text,scomi,4
Unknown,F,65+,ST. CLAIR,mail,lpv,7
Caucasian,M,45-64,OTTAWA,call,oakland,7
Hispanic,M,65+,CALHOUN,postcards,lpv,4
Caucasian,M,18-29,OTTAWA,phone,oakland,6
Caucasian,M,18-29,OTTAWA,phone,oakland prosecutor,6
Caucasian,M,30-44,IRON,text,scomi,1
Unknown,F,30-44,MECOSTA,call,lpv,1
Unknown,M,65+,TUSCOLA,call,lpv,1
Hispanic,M,18-29,LEELANAU,call,lpv,14
Black,F,45-64,INGHAM,text,oakland,5
Native American,F,65+,LENAWEE,text,lpv,2
Unknown,M,30-44,LAPEER,call,lpv,4
Caucasian,F,30-44,CLARE,mail,oakland,1
Caucasian,F,45-64,BENZIE,mail,oakland,12
Caucasian,M,30-44,HILLSDALE,text,lpv,721
Caucasian,M,30-44,INGHAM,call,lpv,3768
Hispanic,F,18-29,BARRY,text,lpv,57
Hispanic,M,65+,OAKLAND,text,oakland county prosecutor race,342
Caucasian,F,65+,KALAMAZOO,text,scomi,582
Black,F,45-64,WASHTENAW,postcards,lpv,37
Hispanic,M,30-44,GRATIOT,text,lpv,126
Unknown,F,65+,MACOMB,text,lpv,1014
Caucasian,F,45-64,SAGINAW,text,lpv,3057
Hispanic,F,18-29,NEWAYGO,text,lpv,92
Hispanic,F,18-29,ALLEGAN,call,lpv,204
Hispanic,M,65+,WASHTENAW,mail,lpv,106
Native American,F,45-64,MACOMB,call,lpv,2
Caucasian,F,30-44,LIVINGSTON,postcards,lpv,36
Caucasian,M,65+,WASHTENAW,call,oakland,13
Caucasian,F,45-64,ISABELLA,text,scomi,186
Unknown,F,18-29,OTTAWA,call,lpv,135
Black,F,18-29,IONIA,text,lpv,15
Caucasian,M,45-64,SAGINAW,call,lpv,51
Caucasian,F,30-44,LIVINGSTON,phone,oakland,21
Unknown,M,65+,BERRIEN,text,lpv,65
Black,M,18-29,BRANCH,call,lpv,7
Unknown,F,45-64,OTTAWA,text,scomi,59
Caucasian,F,30-44,NEWAYGO,text,scomi,15
Caucasian,F,65+,ISABELLA,postcards,lpv,40
Hispanic,F,30-44,WAYNE,text,oakland,23
Caucasian,F,45-64,MONTMORENCY,postcards,lpv,6
Asian,M,30-44,CALHOUN,mail,lpv,66
Caucasian,M,65+,SHIAWASSEE,postcards,lpv,18
Black,U,18-29,WAYNE,mail,lpv,4
Caucasian,M,45-64,OTSEGO,text,oakland,2
Caucasian,F,30-44,GRATIOT,postcards,lpv,4
Asian,M,65+,OTTAWA,text,oakland,5
Native American,F,65+,MACKINAC,call,lpv,9
Black,M,65+,BARAGA,call,lpv,15
Hispanic,M,65+,WASHTENAW,postcards,lpv,8
Caucasian,M,45-64,LIVINGSTON,mail,lpv,3
Caucasian,F,65+,ST. CLAIR,text,oakland,14
Black,M,30-44,ISABELLA,text,scomi,4
Hispanic,F,30-44,OCEANA,text,scomi,2
Caucasian,M,45-64,BENZIE,text,oakland,8
Hispanic,M,45-64,PRESQUE ISLE,call,lpv,3
Caucasian,M,45-64,CHARLEVOIX,text,oakland county prosecutor race,1
Hispanic,F,18-29,ROSCOMMON,text,lpv,1
Caucasian,M,45-64,GENESEE,phone,oakland,3
Asian,M,65+,HOUGHTON,call,lpv,1
Caucasian,M,45-64,GRATIOT,text,oakland county prosecutor race,1
Unknown,M,30-44,HURON,call,lpv,2
Caucasian,M,30-44,ST. CLAIR,text,oakland prosecutor,2
Hispanic,M,18-29,LAKE,text,lpv,1
Unknown,F,30-44,IRON,call,lpv,1
Caucasian,F,30-44,OAKLAND,text,lpv,38992
Black,F,30-44,SAGINAW,text,lpv,16883
Black,F,45-64,OAKLAND,text,lpv,19584
Caucasian,F,18-29,OAKLAND,text,oakland,20154
Caucasian,F,30-44,WASHTENAW,mail,lpv,4481
Caucasian,M,65+,VAN BUREN,text,lpv,485
Unknown,F,30-44,WAYNE,call,lpv,1648
Hispanic,M,45-64,WASHTENAW,mail,lpv,303
Asian,F,18-29,WASHTENAW,text,scomi,251
Unknown,F,65+,WAYNE,mail,lpv,373
Caucasian,M,18-29,ANTRIM,text,lpv,416
Hispanic,F,45-64,SAGINAW,postcards,lpv,6
Hispanic,M,65+,LIVINGSTON,text,lpv,25
Hispanic,M,45-64,ST. JOSEPH,text,lpv,93
Unknown,M,65+,OAKLAND,phone,oakland prosecutor,178
Asian,M,45-64,JACKSON,call,lpv,12
Hispanic,M,45-64,WAYNE,postcards,lpv,33
Black,F,65+,CLINTON,call,lpv,1
Hispanic,F,45-64,GOGEBIC,call,lpv,7
Caucasian,M,65+,MACOMB,text,oakland prosecutor,5
Black,M,65+,MONTCALM,text,lpv,7
Caucasian,F,65+,MECOSTA,text,oakland prosecutor,4
Hispanic,F,18-29,CLINTON,text,lpv,168
Caucasian,M,30-44,BRANCH,text,scomi,5
Hispanic,F,45-64,ROSCOMMON,call,lpv,4
Unknown,M,45-64,CALHOUN,text,scomi,18
Black,F,30-44,BARAGA,call,lpv,34
Native American,M,30-44,INGHAM,text,lpv,33
Hispanic,F,30-44,BERRIEN,mail,lpv,80
Caucasian,M,18-29,KEWEENAW,text,lpv,13
Caucasian,F,65+,KENT,text,oakland,3
Black,M,30-44,LUCE,call,lpv,4
Unknown,F,65+,ST. CLAIR,call,lpv,4
Native American,M,65+,CHIPPEWA,text,lpv,2
Black,F,45-64,KALAMAZOO,postcards,lpv,2
Unknown,M,65+,ROSCOMMON,text,lpv,1
Caucasian,F,65+,BERRIEN,text,oakland,3
Black,M,18-29,NEWAYGO,call,lpv,2
Caucasian,M,30-44,CHEBOYGAN,text,oakland county prosecutor race,1
Native American,M,30-44,MARQUETTE,text,lpv,1
Asian,M,45-64,HURON,text,oakland county prosecutor race,6
Black,F,65+,IONIA,call,lpv,1
Caucasian,M,45-64,KALAMAZOO,text,scomi,750
Caucasian,M,45-64,ISABELLA,text,lpv,371
Unknown,F,30-44,WAYNE,text,scomi,865
Hispanic,F,18-29,OTTAWA,mail,lpv,1271
Caucasian,M,65+,CHARLEVOIX,text,lpv,303
Black,M,45-64,MUSKEGON,postcards,lpv,19
Caucasian,M,18-29,BAY,text,scomi,162
Caucasian,F,65+,ALLEGAN,text,scomi,74
Caucasian,M,18-29,MISSAUKEE,call,lpv,92
Asian,F,30-44,ST. JOSEPH,text,lpv,1
Asian,F,18-29,OAKLAND,text,oakland prosecutor,87
Caucasian,F,18-29,ARENAC,text,lpv,180
Hispanic,F,18-29,OAKLAND,text,scomi,50
Unknown,M,65+,KALAMAZOO,mail,lpv,30
Asian,F,45-64,GRAND TRAVERSE,text,oakland,2
Caucasian,F,18-29,IONIA,mail,lpv,14
Black,F,65+,ST. CLAIR,text,lpv,51
Unknown,M,45-64,GOGEBIC,text,lpv,1
Caucasian,M,45-64,ARENAC,call,lpv,3
Unknown,M,45-64,MIDLAND,text,lpv,36
Hispanic,M,18-29,IONIA,text,scomi,10
Caucasian,F,65+,LAKE,text,scomi,4
Caucasian,F,45-64,LIVINGSTON,postcards,lpv,42
Hispanic,F,30-44,MECOSTA,postcards,lpv,4
Asian,F,18-29,BERRIEN,mail,lpv,1
Caucasian,M,30-44,ST. CLAIR,text,oakland,10
Asian,F,30-44,GENESEE,mail,lpv,12
Black,F,30-44,OCEANA,call,lpv,4
Native American,M,45-64,LAPEER,call,lpv,2
Asian,M,30-44,VAN BUREN,text,lpv,1
Hispanic,F,18-29,MACOMB,text,oakland,8
Black,F,30-44,MACOMB,phone,oakland,10
Hispanic,F,65+,BAY,postcards,lpv,1
Black,M,18-29,OTTAWA,text,scomi,19
Caucasian,M,65+,ALGER,text,scomi,2
Hispanic,M,30-44,EATON,text,scomi,19
Unknown,M,18-29,MACKINAC,call,lpv,1
Hispanic,F,18-29,OSCODA,text,lpv,6
Caucasian,M,45-64,MONTMORENCY,call,lpv,6
Asian,M,30-44,WAYNE,text,scomi,687
Black,M,45-64,SAGINAW,text,lpv,12955
Caucasian,F,30-44,MACOMB,call,lpv,14379
Black,F,30-44,GENESEE,mail,lpv,6315
Caucasian,F,45-64,OAKLAND,text,oakland prosecutor,7851
Caucasian,F,18-29,ISABELLA,text,lpv,3029
Unknown,M,30-44,WAYNE,text,lpv,8090
Caucasian,M,18-29,LAPEER,text,lpv,1549
Hispanic,M,18-29,CALHOUN,mail,lpv,191
Black,F,18-29,MACOMB,text,lpv,14313
Caucasian,F,30-44,MONTMORENCY,call,lpv,95
Unknown,M,45-64,OTTAWA,text,scomi,23
Asian,M,45-64,OAKLAND,text,lpv,5739
Caucasian,M,45-64,OAKLAND,mail,lpv,193
Unknown,M,30-44,WASHTENAW,call,lpv,349
Caucasian,M,65+,HILLSDALE,text,lpv,300
Unknown,F,65+,KALAMAZOO,mail,lpv,38
Asian,F,30-44,WASHTENAW,postcards,lpv,20
Black,F,18-29,ISABELLA,mail,lpv,101
Caucasian,M,18-29,EMMET,text,lpv,582
Caucasian,F,65+,GOGEBIC,text,scomi,10
Hispanic,M,30-44,MANISTEE,text,lpv,16
Black,F,45-64,WAYNE,mail,oakland,595
Hispanic,F,18-29,LENAWEE,text,lpv,341
Hispanic,M,45-64,ALLEGAN,text,scomi,33
Caucasian,M,18-29,LIVINGSTON,mail,oakland,42
Caucasian,M,45-64,MACOMB,mail,lpv,268
Black,F,45-64,CLINTON,text,lpv,71
Caucasian,F,45-64,IOSCO,text,oakland prosecutor,4
Black,F,65+,MUSKEGON,text,scomi,25
Unknown,U,18-29,WASHTENAW,mail,lpv,9
Caucasian,M,65+,WAYNE,text,oakland prosecutor,3
Black,M,45-64,BERRIEN,postcards,lpv,51
Caucasian,M,18-29,JACKSON,text,scomi,17
Black,M,45-64,LUCE,text,lpv,7
Black,F,18-29,MONTCALM,text,lpv,27
Hispanic,M,65+,EATON,postcards,lpv,3
Black,F,18-29,JACKSON,postcards,lpv,2
Hispanic,M,30-44,DELTA,call,lpv,8
Caucasian,M,30-44,ST. JOSEPH,text,scomi,10
Caucasian,M,45-64,MONTMORENCY,text,oakland county prosecutor race,2
Caucasian,M,45-64,OGEMAW,text,scomi,5
Hispanic,F,30-44,MACOMB,text,oakland,6
Caucasian,F,30-44,OSCODA,mail,lpv,7
Caucasian,F,45-64,WASHTENAW,text,oakland prosecutor,6
Hispanic,M,65+,BRANCH,call,lpv,7
Asian,M,65+,CALHOUN,text,lpv,43
Hispanic,M,45-64,BARAGA,text,lpv,1
Black,F,45-64,ROSCOMMON,call,lpv,1
Unknown,M,18-29,DICKINSON,text,lpv,1
Caucasian,M,65+,JACKSON,text,oakland county prosecutor race,1
Hispanic,M,30-44,CRAWFORD,call,lpv,1
Hispanic,F,18-29,LENAWEE,text,scomi,3
Caucasian,M,65+,KENT,call,oakland,10
Hispanic,U,18-29,ALLEGAN,text,lpv,6
Caucasian,M,18-29,OTTAWA,text,oakland prosecutor,2
Caucasian,F,65+,LEELANAU,text,oakland prosecutor,4
Unknown,M,18-29,HOUGHTON,mail,lpv,1
Asian,M,65+,WASHTENAW,mail,lpv,328
Hispanic,M,30-44,WAYNE,text,lpv,8566
Caucasian,M,45-64,KALAMAZOO,postcards,lpv,28
Caucasian,M,18-29,ISABELLA,call,lpv,654
Caucasian,M,30-44,ST. JOSEPH,text,lpv,1154
Caucasian,M,18-29,LUCE,call,lpv,22
Caucasian,M,18-29,HURON,call,lpv,206
Hispanic,F,30-44,OAKLAND,mail,oakland,1778
Caucasian,M,65+,ANTRIM,text,lpv,316
Asian,M,30-44,OTTAWA,call,lpv,95
Black,F,30-44,MARQUETTE,text,lpv,108
Black,M,65+,HILLSDALE,text,lpv,2
Caucasian,M,45-64,KALKASKA,text,lpv,132
Caucasian,F,18-29,OGEMAW,call,lpv,133
Caucasian,M,30-44,LAKE,text,lpv,140
Unknown,F,18-29,VAN BUREN,text,lpv,77
Unknown,M,18-29,MARQUETTE,mail,lpv,45
Caucasian,F,18-29,OSCODA,text,lpv,69
Caucasian,M,45-64,CLINTON,call,oakland,5
Native American,M,30-44,EMMET,call,lpv,4
Hispanic,M,30-44,LAPEER,call,lpv,57
Unknown,F,45-64,MUSKEGON,mail,lpv,76
Caucasian,F,18-29,LUCE,text,lpv,53
Native American,M,30-44,WAYNE,text,lpv,2
Hispanic,M,30-44,ST. CLAIR,text,lpv,377
Unknown,F,30-44,WAYNE,postcards,lpv,23
Black,F,65+,WAYNE,text,oakland county prosecutor race,28
Unknown,F,30-44,LEELANAU,postcards,lpv,1
Caucasian,M,18-29,SAGINAW,postcards,lpv,28
Asian,M,18-29,MUSKEGON,call,lpv,7
Black,F,30-44,CHARLEVOIX,call,lpv,1
Caucasian,F,65+,MANISTEE,text,scomi,8
Asian,F,45-64,WAYNE,postcards,lpv,21
Hispanic,F,18-29,OAKLAND,call,lpv,21
Hispanic,M,18-29,MIDLAND,mail,lpv,2
Hispanic,M,65+,ROSCOMMON,text,lpv,1
Black,M,18-29,KENT,text,oakland,9
Unknown,F,45-64,ST. JOSEPH,call,lpv,9
Black,F,30-44,HURON,text,lpv,1
Hispanic,M,18-29,SHIAWASSEE,text,lpv,27
Unknown,F,18-29,MECOSTA,mail,lpv,2
Unknown,F,45-64,IONIA,call,lpv,23
Black,M,65+,VAN BUREN,text,scomi,3
Unknown,M,18-29,CALHOUN,text,scomi,4
Caucasian,F,65+,OCEANA,mail,oakland,12
Hispanic,M,18-29,MONTMORENCY,call,lpv,1
Unknown,M,30-44,CLARE,text,lpv,25
Hispanic,M,65+,MANISTEE,text,lpv,2
Caucasian,F,18-29,OCEANA,text,scomi,4
Asian,M,18-29,BRANCH,text,lpv,6
Black,F,30-44,CASS,text,scomi,5
Black,F,45-64,NEWAYGO,call,lpv,3
Asian,F,30-44,ST. JOSEPH,postcards,lpv,1
Black,F,45-64,LAKE,text,scomi,1
Caucasian,M,45-64,MENOMINEE,postcards,lpv,4
Unknown,F,18-29,CLINTON,text,oakland,4
Black,F,65+,WAYNE,text,lpv,82411
Black,M,45-64,WASHTENAW,call,lpv,1826
Caucasian,M,30-44,LIVINGSTON,call,lpv,2978
Caucasian,F,65+,GLADWIN,text,lpv,450
Caucasian,F,45-64,GOGEBIC,text,lpv,249
Caucasian,F,18-29,BARAGA,text,lpv,127
Asian,M,45-64,BERRIEN,call,lpv,51
Caucasian,M,45-64,GLADWIN,text,oakland,5
Black,M,65+,ST. CLAIR,mail,lpv,54
Unknown,M,30-44,OAKLAND,call,lpv,23
Asian,M,18-29,MACOMB,postcards,lpv,10
Hispanic,F,30-44,OCEANA,text,lpv,311
Hispanic,F,45-64,OAKLAND,phone,oakland,239
Black,F,30-44,CALHOUN,text,scomi,284
Caucasian,F,18-29,GRAND TRAVERSE,mail,lpv,43
Asian,F,30-44,OTTAWA,call,lpv,152
Caucasian,M,30-44,IRON,call,lpv,91
Black,F,30-44,ANTRIM,text,lpv,2
Unknown,M,18-29,EMMET,call,lpv,7
Hispanic,M,45-64,CASS,call,lpv,19
Black,M,30-44,OTSEGO,text,lpv,19
Caucasian,F,65+,CHIPPEWA,text,scomi,11
Unknown,F,18-29,MASON,call,lpv,7
Caucasian,F,18-29,IOSCO,postcards,lpv,6
Unknown,M,18-29,IONIA,text,lpv,15
Black,M,18-29,SAGINAW,postcards,lpv,48
Caucasian,F,65+,CLARE,text,scomi,9
Unknown,M,65+,KENT,text,scomi,35
Caucasian,F,65+,LENAWEE,text,oakland prosecutor,3
Black,M,65+,MONROE,postcards,lpv,2
Unknown,F,65+,IOSCO,text,lpv,6
Asian,F,45-64,CALHOUN,text,scomi,8
Hispanic,M,30-44,CHEBOYGAN,text,lpv,8
Black,F,18-29,VAN BUREN,mail,lpv,2
Caucasian,F,18-29,HILLSDALE,text,oakland,1
Caucasian,M,18-29,CLINTON,postcards,lpv,3
Caucasian,F,45-64,OSCODA,text,oakland county prosecutor race,2
Caucasian,M,45-64,CALHOUN,text,oakland,4
Caucasian,M,65+,KENT,phone,oakland prosecutor,6
Black,M,18-29,INGHAM,phone,oakland prosecutor,5
Unknown,F,18-29,LEELANAU,call,lpv,1
Caucasian,M,18-29,WEXFORD,postcards,lpv,4
Caucasian,M,18-29,ALCONA,mail,lpv,2
Asian,M,65+,CALHOUN,text,scomi,9
Hispanic,M,65+,OSCEOLA,text,lpv,6
Black,M,18-29,KALAMAZOO,text,oakland,14
Hispanic,F,30-44,PRESQUE ISLE,call,lpv,3
Black,F,65+,GENESEE,call,lpv,804
Black,F,65+,OAKLAND,mail,oakland,65783
Caucasian,M,30-44,OAKLAND,phone,oakland,5736
Caucasian,M,30-44,OAKLAND,mail,lpv,4793
Caucasian,F,45-64,ROSCOMMON,text,lpv,412
Caucasian,M,30-44,VAN BUREN,call,lpv,841
Hispanic,F,45-64,OAKLAND,mail,oakland,2230
Hispanic,F,30-44,CALHOUN,text,lpv,1072
Hispanic,M,18-29,OCEANA,text,lpv,127
Caucasian,F,45-64,BRANCH,text,lpv,359
Hispanic,F,45-64,CLINTON,call,lpv,60
Asian,M,30-44,MACOMB,text,scomi,606
