,RaceName,Sex,AgeGroup,CountyName,CommunicationType,CampaignType,Count
5445,Caucasian,M,30-44,Macomb,call,oakland,10
5446,Caucasian,M,30-44,Macomb,mail,lpv,10484
5447,Caucasian,M,30-44,Macomb,mail,oakland,114
5448,Caucasian,M,30-44,Macomb,phone,oakland,10
5450,Caucasian,M,30-44,Macomb,postcards,lpv,155
5451,Caucasian,M,30-44,Macomb,text,lpv,49191
5452,Caucasian,M,30-44,Macomb,text,oakland,167
5455,Caucasian,M,30-44,Macomb,text,scomi,4661
5456,Caucasian,M,30-44,Manistee,call,lpv,239
5457,Caucasian,M,30-44,Manistee,mail,lpv,1
5458,Caucasian,M,30-44,Manistee,postcards,lpv,4
5459,Caucasian,M,30-44,Manistee,text,lpv,575
5461,Caucasian,M,30-44,Manistee,text,scomi,3
5462,Caucasian,M,30-44,Marquette,call,lpv,1025
5463,Caucasian,M,30-44,Marquette,mail,lpv,614
5464,Caucasian,M,30-44,Marquette,postcards,lpv,27
5465,Caucasian,M,30-44,Marquette,text,lpv,3907
5467,Caucasian,M,30-44,Marquette,text,scomi,323
5468,Caucasian,M,30-44,Mason,call,lpv,302
5469,Caucasian,M,30-44,Mason,mail,lpv,5
5470,Caucasian,M,30-44,Mason,postcards,lpv,2
5471,Caucasian,M,30-44,Mason,text,lpv,687
5473,Caucasian,M,30-44,Mecosta,call,lpv,396
5474,Caucasian,M,30-44,Mecosta,mail,lpv,6
5475,Caucasian,M,30-44,Mecosta,postcards,lpv,4
5476,Caucasian,M,30-44,Mecosta,text,lpv,870
5478,Caucasian,M,30-44,Mecosta,text,scomi,2
5479,Caucasian,M,30-44,Menominee,call,lpv,217
5480,Caucasian,M,30-44,Menominee,postcards,lpv,5
5481,Caucasian,M,30-44,Menominee,text,lpv,444
5482,Caucasian,M,30-44,Menominee,text,scomi,1
5483,Caucasian,M,30-44,Midland,call,lpv,1122
5484,Caucasian,M,30-44,Midland,mail,lpv,73
5485,Caucasian,M,30-44,Midland,mail,oakland,2
5486,Caucasian,M,30-44,Midland,postcards,lpv,24
5487,Caucasian,M,30-44,Midland,text,lpv,2607
5489,Caucasian,M,30-44,Midland,text,scomi,31
5490,Caucasian,M,30-44,Missaukee,call,lpv,99
5491,Caucasian,M,30-44,Missaukee,text,lpv,209
5492,Caucasian,M,30-44,Monroe,call,lpv,2019
5493,Caucasian,M,30-44,Monroe,mail,lpv,19
5494,Caucasian,M,30-44,Monroe,postcards,lpv,44
5495,Caucasian,M,30-44,Monroe,text,lpv,5277
5496,Caucasian,M,30-44,Monroe,text,oakland,1
5499,Caucasian,M,30-44,Monroe,text,scomi,46
5500,Caucasian,M,30-44,Montcalm,call,lpv,613
5501,Caucasian,M,30-44,Montcalm,mail,lpv,23
5502,Caucasian,M,30-44,Montcalm,postcards,lpv,7
5503,Caucasian,M,30-44,Montcalm,text,lpv,1329
5504,Caucasian,M,30-44,Montcalm,text,scomi,11
5505,Caucasian,M,30-44,Montmorency,call,lpv,72
5506,Caucasian,M,30-44,Montmorency,text,lpv,144
5507,Caucasian,M,30-44,Montmorency,text,oakland,2
5509,Caucasian,M,30-44,Muskegon,call,lpv,1947
5510,Caucasian,M,30-44,Muskegon,mail,lpv,646
5511,Caucasian,M,30-44,Muskegon,postcards,lpv,33
5512,Caucasian,M,30-44,Muskegon,text,lpv,7073
5513,Caucasian,M,30-44,Muskegon,text,scomi,464
5514,Caucasian,M,30-44,Newaygo,call,lpv,533
5515,Caucasian,M,30-44,Newaygo,mail,lpv,19
5516,Caucasian,M,30-44,Newaygo,postcards,lpv,10
5517,Caucasian,M,30-44,Newaygo,text,lpv,1194
5518,Caucasian,M,30-44,Newaygo,text,scomi,14
5519,Caucasian,M,30-44,Oakland,call,lpv,313
5520,Caucasian,M,30-44,Oakland,call,oakland,4983
5521,Caucasian,M,30-44,Oakland,mail,lpv,4793
5522,Caucasian,M,30-44,Oakland,mail,oakland,45108
5523,Caucasian,M,30-44,Oakland,phone,oakland,5736
5525,Caucasian,M,30-44,Oakland,postcards,lpv,401
5526,Caucasian,M,30-44,Oakland,text,lpv,32045
5527,Caucasian,M,30-44,Oakland,text,oakland,33332
5530,Caucasian,M,30-44,Oakland,text,scomi,1723
5531,Caucasian,M,30-44,Oceana,call,lpv,169
5532,Caucasian,M,30-44,Oceana,postcards,lpv,3
5533,Caucasian,M,30-44,Oceana,text,lpv,370
5535,Caucasian,M,30-44,Oceana,text,scomi,3
5536,Caucasian,M,30-44,Ogemaw,call,lpv,198
5537,Caucasian,M,30-44,Ogemaw,mail,lpv,9
5538,Caucasian,M,30-44,Ogemaw,postcards,lpv,3
5539,Caucasian,M,30-44,Ogemaw,text,lpv,435
5540,Caucasian,M,30-44,Ogemaw,text,oakland,1
5541,Caucasian,M,30-44,Ogemaw,text,scomi,2
5542,Caucasian,M,30-44,Ontonagon,call,lpv,19
5543,Caucasian,M,30-44,Ontonagon,text,lpv,31
5544,Caucasian,M,30-44,Osceola,call,lpv,153
5545,Caucasian,M,30-44,Osceola,mail,lpv,1
5546,Caucasian,M,30-44,Osceola,postcards,lpv,2
5547,Caucasian,M,30-44,Osceola,text,lpv,302
5548,Caucasian,M,30-44,Osceola,text,scomi,1
5549,Caucasian,M,30-44,Oscoda,call,lpv,53
5550,Caucasian,M,30-44,Oscoda,mail,lpv,5
5551,Caucasian,M,30-44,Oscoda,text,lpv,100
5552,Caucasian,M,30-44,Otsego,call,lpv,323
5553,Caucasian,M,30-44,Otsego,postcards,lpv,4
5554,Caucasian,M,30-44,Otsego,text,lpv,672
5555,Caucasian,M,30-44,Otsego,text,oakland,1
5556,Caucasian,M,30-44,Otsego,text,scomi,6
5557,Caucasian,M,30-44,Ottawa,call,lpv,4643
5558,Caucasian,M,30-44,Ottawa,mail,lpv,2223
5559,Caucasian,M,30-44,Ottawa,mail,oakland,6
5560,Caucasian,M,30-44,Ottawa,postcards,lpv,39
5561,Caucasian,M,30-44,Ottawa,text,lpv,12960
5562,Caucasian,M,30-44,Ottawa,text,oakland,4
5564,Caucasian,M,30-44,Ottawa,text,scomi,589
5565,Caucasian,M,30-44,Presque Isle,call,lpv,87
5566,Caucasian,M,30-44,Presque Isle,mail,oakland,15
5567,Caucasian,M,30-44,Presque Isle,text,lpv,139
5568,Caucasian,M,30-44,Presque Isle,text,oakland,5
5569,Caucasian,M,30-44,Presque Isle,text,scomi,5
5570,Caucasian,M,30-44,Roscommon,call,lpv,146
5571,Caucasian,M,30-44,Roscommon,mail,lpv,4
5572,Caucasian,M,30-44,Roscommon,postcards,lpv,2
5573,Caucasian,M,30-44,Roscommon,text,lpv,363
5574,Caucasian,M,30-44,Roscommon,text,scomi,4
5575,Caucasian,M,30-44,Saginaw,call,lpv,2256
5576,Caucasian,M,30-44,Saginaw,mail,lpv,645
5577,Caucasian,M,30-44,Saginaw,postcards,lpv,35
5578,Caucasian,M,30-44,Saginaw,text,lpv,7519
5580,Caucasian,M,30-44,Saginaw,text,scomi,402
5581,Caucasian,M,30-44,Sanilac,call,lpv,281
5582,Caucasian,M,30-44,Sanilac,mail,lpv,2
5583,Caucasian,M,30-44,Sanilac,mail,oakland,6
5584,Caucasian,M,30-44,Sanilac,postcards,lpv,3
5585,Caucasian,M,30-44,Sanilac,text,lpv,594
5586,Caucasian,M,30-44,Sanilac,text,oakland,6
5588,Caucasian,M,30-44,Sanilac,text,scomi,7
5589,Caucasian,M,30-44,Schoolcraft,call,lpv,43
5590,Caucasian,M,30-44,Schoolcraft,text,lpv,101
5592,Caucasian,M,30-44,Schoolcraft,text,scomi,4
5593,Caucasian,M,30-44,Shiawassee,call,lpv,924
5594,Caucasian,M,30-44,Shiawassee,mail,lpv,24
5595,Caucasian,M,30-44,Shiawassee,postcards,lpv,21
5596,Caucasian,M,30-44,Shiawassee,text,lpv,2142
5597,Caucasian,M,30-44,Shiawassee,text,oakland,5
5599,Caucasian,M,30-44,Shiawassee,text,scomi,20
5600,Caucasian,M,30-44,St. Clair,call,lpv,2164
5601,Caucasian,M,30-44,St. Clair,mail,lpv,929
5602,Caucasian,M,30-44,St. Clair,mail,oakland,2
5603,Caucasian,M,30-44,St. Clair,postcards,lpv,31
5604,Caucasian,M,30-44,St. Clair,text,lpv,7280
5605,Caucasian,M,30-44,St. Clair,text,oakland,10
5608,Caucasian,M,30-44,St. Clair,text,scomi,507
5609,Caucasian,M,30-44,St. Joseph,call,lpv,561
5610,Caucasian,M,30-44,St. Joseph,mail,lpv,5
5611,Caucasian,M,30-44,St. Joseph,postcards,lpv,3
5612,Caucasian,M,30-44,St. Joseph,text,lpv,1154
5613,Caucasian,M,30-44,St. Joseph,text,scomi,10
5614,Caucasian,M,30-44,Tuscola,call,lpv,559
5615,Caucasian,M,30-44,Tuscola,mail,lpv,7
5616,Caucasian,M,30-44,Tuscola,postcards,lpv,10
5617,Caucasian,M,30-44,Tuscola,text,lpv,1166
5619,Caucasian,M,30-44,Tuscola,text,scomi,15
5620,Caucasian,M,30-44,Van Buren,call,lpv,841
5621,Caucasian,M,30-44,Van Buren,mail,lpv,20
5622,Caucasian,M,30-44,Van Buren,postcards,lpv,4
5623,Caucasian,M,30-44,Van Buren,text,lpv,1898
5624,Caucasian,M,30-44,Van Buren,text,scomi,17
5625,Caucasian,M,30-44,Washtenaw,call,lpv,5151
5626,Caucasian,M,30-44,Washtenaw,mail,lpv,5083
5627,Caucasian,M,30-44,Washtenaw,mail,oakland,29
5629,Caucasian,M,30-44,Washtenaw,postcards,lpv,159
5630,Caucasian,M,30-44,Washtenaw,text,lpv,30324
5631,Caucasian,M,30-44,Washtenaw,text,oakland,43
5634,Caucasian,M,30-44,Washtenaw,text,scomi,2927
5635,Caucasian,M,30-44,Wayne,call,lpv,15441
5636,Caucasian,M,30-44,Wayne,call,oakland,24
5637,Caucasian,M,30-44,Wayne,mail,lpv,9559
5638,Caucasian,M,30-44,Wayne,mail,oakland,326
5639,Caucasian,M,30-44,Wayne,phone,oakland,29
5641,Caucasian,M,30-44,Wayne,postcards,lpv,353
5642,Caucasian,M,30-44,Wayne,text,lpv,69895
5643,Caucasian,M,30-44,Wayne,text,oakland,243
5646,Caucasian,M,30-44,Wayne,text,scomi,5757
5647,Caucasian,M,30-44,Wexford,call,lpv,355
5648,Caucasian,M,30-44,Wexford,mail,lpv,1
5649,Caucasian,M,30-44,Wexford,postcards,lpv,5
5650,Caucasian,M,30-44,Wexford,text,lpv,727
5651,Caucasian,M,30-44,Wexford,text,scomi,6
5652,Caucasian,M,45-64,Alcona,call,oakland,10
5653,Caucasian,M,45-64,Alcona,mail,oakland,26
5654,Caucasian,M,45-64,Alcona,phone,oakland,10
5656,Caucasian,M,45-64,Alcona,text,lpv,54
5657,Caucasian,M,45-64,Alcona,text,oakland,2
5659,Caucasian,M,45-64,Alcona,text,scomi,1
5660,Caucasian,M,45-64,Alger,postcards,lpv,2
5661,Caucasian,M,45-64,Alger,text,lpv,56
5662,Caucasian,M,45-64,Allegan,call,lpv,3
5663,Caucasian,M,45-64,Allegan,postcards,lpv,3
5664,Caucasian,M,45-64,Allegan,text,lpv,843
5666,Caucasian,M,45-64,Allegan,text,scomi,42
5667,Caucasian,M,45-64,Alpena,postcards,lpv,4
5668,Caucasian,M,45-64,Alpena,text,lpv,203
5670,Caucasian,M,45-64,Alpena,text,scomi,4
5671,Caucasian,M,45-64,Antrim,postcards,lpv,8
5672,Caucasian,M,45-64,Antrim,text,lpv,217
5673,Caucasian,M,45-64,Antrim,text,oakland,2
5675,Caucasian,M,45-64,Antrim,text,scomi,6
5676,Caucasian,M,45-64,Arenac,call,lpv,3
5677,Caucasian,M,45-64,Arenac,postcards,lpv,2
5678,Caucasian,M,45-64,Arenac,text,lpv,119
5680,Caucasian,M,45-64,Arenac,text,scomi,4
5681,Caucasian,M,45-64,Baraga,postcards,lpv,2
5682,Caucasian,M,45-64,Baraga,text,lpv,76
5683,Caucasian,M,45-64,Barry,call,lpv,3
5684,Caucasian,M,45-64,Barry,call,oakland,4
5685,Caucasian,M,45-64,Barry,mail,lpv,6
5686,Caucasian,M,45-64,Barry,mail,oakland,8
5687,Caucasian,M,45-64,Barry,phone,oakland,4
5688,Caucasian,M,45-64,Barry,text,lpv,410
5689,Caucasian,M,45-64,Barry,text,scomi,8
5690,Caucasian,M,45-64,Bay,call,lpv,11
5691,Caucasian,M,45-64,Bay,mail,lpv,21
5692,Caucasian,M,45-64,Bay,postcards,lpv,15
5693,Caucasian,M,45-64,Bay,text,lpv,942
5694,Caucasian,M,45-64,Bay,text,scomi,345
5695,Caucasian,M,45-64,Benzie,call,lpv,1
5696,Caucasian,M,45-64,Benzie,mail,oakland,24
5697,Caucasian,M,45-64,Benzie,postcards,lpv,6
5698,Caucasian,M,45-64,Benzie,text,lpv,205
5699,Caucasian,M,45-64,Benzie,text,oakland,8
5701,Caucasian,M,45-64,Benzie,text,scomi,2
5702,Caucasian,M,45-64,Berrien,call,lpv,30
5703,Caucasian,M,45-64,Berrien,mail,lpv,35
5704,Caucasian,M,45-64,Berrien,postcards,lpv,23
5705,Caucasian,M,45-64,Berrien,text,lpv,1363
5707,Caucasian,M,45-64,Berrien,text,scomi,111
5708,Caucasian,M,45-64,Branch,call,lpv,4
5709,Caucasian,M,45-64,Branch,mail,lpv,1
5710,Caucasian,M,45-64,Branch,postcards,lpv,2
5711,Caucasian,M,45-64,Branch,text,lpv,204
5712,Caucasian,M,45-64,Branch,text,scomi,5
5713,Caucasian,M,45-64,Calhoun,call,lpv,36
5714,Caucasian,M,45-64,Calhoun,mail,lpv,46
5715,Caucasian,M,45-64,Calhoun,postcards,lpv,15
5716,Caucasian,M,45-64,Calhoun,text,lpv,1295
5717,Caucasian,M,45-64,Calhoun,text,oakland,4
5719,Caucasian,M,45-64,Calhoun,text,scomi,462
5720,Caucasian,M,45-64,Cass,call,lpv,11
5721,Caucasian,M,45-64,Cass,mail,lpv,2
5722,Caucasian,M,45-64,Cass,postcards,lpv,14
5723,Caucasian,M,45-64,Cass,text,lpv,340
5724,Caucasian,M,45-64,Cass,text,scomi,11
5725,Caucasian,M,45-64,Charlevoix,text,lpv,251
5727,Caucasian,M,45-64,Charlevoix,text,scomi,4
5728,Caucasian,M,45-64,Cheboygan,postcards,lpv,11
5729,Caucasian,M,45-64,Cheboygan,text,lpv,197
5731,Caucasian,M,45-64,Cheboygan,text,scomi,6
5732,Caucasian,M,45-64,Chippewa,postcards,lpv,2
5733,Caucasian,M,45-64,Chippewa,text,lpv,262
5736,Caucasian,M,45-64,Chippewa,text,scomi,7
5737,Caucasian,M,45-64,Clare,call,lpv,9
5738,Caucasian,M,45-64,Clare,mail,lpv,13
5739,Caucasian,M,45-64,Clare,postcards,lpv,2
5740,Caucasian,M,45-64,Clare,text,lpv,239
5741,Caucasian,M,45-64,Clare,text,oakland,4
5744,Caucasian,M,45-64,Clare,text,scomi,3
5745,Caucasian,M,45-64,Clinton,call,oakland,5
5746,Caucasian,M,45-64,Clinton,mail,oakland,10
5747,Caucasian,M,45-64,Clinton,phone,oakland,5
5748,Caucasian,M,45-64,Clinton,postcards,lpv,9
5749,Caucasian,M,45-64,Clinton,text,lpv,875
5750,Caucasian,M,45-64,Clinton,text,scomi,21
5751,Caucasian,M,45-64,Crawford,mail,lpv,1
5752,Caucasian,M,45-64,Crawford,postcards,lpv,4
5753,Caucasian,M,45-64,Crawford,text,lpv,118
5755,Caucasian,M,45-64,Crawford,text,scomi,6
5756,Caucasian,M,45-64,Delta,postcards,lpv,8
5757,Caucasian,M,45-64,Delta,text,lpv,270
5758,Caucasian,M,45-64,Delta,text,scomi,4
5759,Caucasian,M,45-64,Dickinson,postcards,lpv,2
5760,Caucasian,M,45-64,Dickinson,text,lpv,195
5761,Caucasian,M,45-64,Dickinson,text,scomi,4
5762,Caucasian,M,45-64,Eaton,call,lpv,5
5763,Caucasian,M,45-64,Eaton,mail,lpv,5
5764,Caucasian,M,45-64,Eaton,postcards,lpv,35
5765,Caucasian,M,45-64,Eaton,text,lpv,1404
5766,Caucasian,M,45-64,Eaton,text,oakland,1
5767,Caucasian,M,45-64,Eaton,text,scomi,51
5768,Caucasian,M,45-64,Emmet,call,oakland,5
5769,Caucasian,M,45-64,Emmet,mail,oakland,15
5770,Caucasian,M,45-64,Emmet,phone,oakland,5
5771,Caucasian,M,45-64,Emmet,postcards,lpv,2
5772,Caucasian,M,45-64,Emmet,text,lpv,264
5775,Caucasian,M,45-64,Emmet,text,scomi,2
5776,Caucasian,M,45-64,Genesee,call,lpv,113
5777,Caucasian,M,45-64,Genesee,mail,lpv,114
5778,Caucasian,M,45-64,Genesee,mail,oakland,15
5779,Caucasian,M,45-64,Genesee,phone,oakland,3
5780,Caucasian,M,45-64,Genesee,postcards,lpv,77
5781,Caucasian,M,45-64,Genesee,text,lpv,4853
5782,Caucasian,M,45-64,Genesee,text,oakland,18
5785,Caucasian,M,45-64,Genesee,text,scomi,1030
5786,Caucasian,M,45-64,Gladwin,mail,oakland,15
5787,Caucasian,M,45-64,Gladwin,postcards,lpv,3
5788,Caucasian,M,45-64,Gladwin,text,lpv,233
5789,Caucasian,M,45-64,Gladwin,text,oakland,5
5791,Caucasian,M,45-64,Gladwin,text,scomi,5
5792,Caucasian,M,45-64,Gogebic,postcards,lpv,2
5793,Caucasian,M,45-64,Gogebic,text,lpv,157
5794,Caucasian,M,45-64,Gogebic,text,scomi,3
5795,Caucasian,M,45-64,Grand Traverse,mail,oakland,8
5797,Caucasian,M,45-64,Grand Traverse,postcards,lpv,14
5798,Caucasian,M,45-64,Grand Traverse,text,lpv,1031
5799,Caucasian,M,45-64,Grand Traverse,text,oakland,3
5802,Caucasian,M,45-64,Grand Traverse,text,scomi,15
5803,Caucasian,M,45-64,Gratiot,postcards,lpv,3
5804,Caucasian,M,45-64,Gratiot,text,lpv,247
5805,Caucasian,M,45-64,Gratiot,text,oakland,1
5807,Caucasian,M,45-64,Gratiot,text,scomi,5
5808,Caucasian,M,45-64,Hillsdale,call,lpv,6
5809,Caucasian,M,45-64,Hillsdale,mail,lpv,13
5810,Caucasian,M,45-64,Hillsdale,postcards,lpv,4
5811,Caucasian,M,45-64,Hillsdale,text,lpv,286
5813,Caucasian,M,45-64,Hillsdale,text,scomi,3
5814,Caucasian,M,45-64,Houghton,postcards,lpv,1
5815,Caucasian,M,45-64,Houghton,text,lpv,246
5816,Caucasian,M,45-64,Houghton,text,scomi,3
5817,Caucasian,M,45-64,Huron,call,lpv,3
5818,Caucasian,M,45-64,Huron,postcards,lpv,3
5819,Caucasian,M,45-64,Huron,text,lpv,227
5820,Caucasian,M,45-64,Huron,text,scomi,2
5821,Caucasian,M,45-64,Ingham,call,lpv,45
5822,Caucasian,M,45-64,Ingham,call,oakland,6
5823,Caucasian,M,45-64,Ingham,mail,lpv,63
5824,Caucasian,M,45-64,Ingham,mail,oakland,24
5825,Caucasian,M,45-64,Ingham,phone,oakland,6
5827,Caucasian,M,45-64,Ingham,postcards,lpv,73
5828,Caucasian,M,45-64,Ingham,text,lpv,2931
5829,Caucasian,M,45-64,Ingham,text,oakland,7
5831,Caucasian,M,45-64,Ingham,text,scomi,1191
5832,Caucasian,M,45-64,Ionia,postcards,lpv,5
5833,Caucasian,M,45-64,Ionia,text,lpv,633
5834,Caucasian,M,45-64,Ionia,text,scomi,1
5835,Caucasian,M,45-64,Iosco,mail,oakland,13
5836,Caucasian,M,45-64,Iosco,postcards,lpv,5
5837,Caucasian,M,45-64,Iosco,text,lpv,183
5838,Caucasian,M,45-64,Iosco,text,oakland,4
5841,Caucasian,M,45-64,Iosco,text,scomi,7
5842,Caucasian,M,45-64,Iron,postcards,lpv,3
5843,Caucasian,M,45-64,Iron,text,lpv,95
5844,Caucasian,M,45-64,Iron,text,scomi,1
5845,Caucasian,M,45-64,Isabella,call,lpv,13
5846,Caucasian,M,45-64,Isabella,mail,lpv,17
5847,Caucasian,M,45-64,Isabella,postcards,lpv,7
5848,Caucasian,M,45-64,Isabella,text,lpv,371
5849,Caucasian,M,45-64,Isabella,text,scomi,128
5850,Caucasian,M,45-64,Jackson,call,lpv,27
5851,Caucasian,M,45-64,Jackson,mail,lpv,8
5852,Caucasian,M,45-64,Jackson,postcards,lpv,19
5853,Caucasian,M,45-64,Jackson,text,lpv,1630
5856,Caucasian,M,45-64,Jackson,text,scomi,25
5857,Caucasian,M,45-64,Kalamazoo,call,lpv,71
5858,Caucasian,M,45-64,Kalamazoo,mail,lpv,95
5859,Caucasian,M,45-64,Kalamazoo,postcards,lpv,28
5860,Caucasian,M,45-64,Kalamazoo,text,lpv,2538
5861,Caucasian,M,45-64,Kalamazoo,text,oakland,4
5864,Caucasian,M,45-64,Kalamazoo,text,scomi,750
5865,Caucasian,M,45-64,Kalkaska,postcards,lpv,3
5866,Caucasian,M,45-64,Kalkaska,text,lpv,132
5868,Caucasian,M,45-64,Kalkaska,text,scomi,4
5869,Caucasian,M,45-64,Kent,call,lpv,97
5870,Caucasian,M,45-64,Kent,mail,lpv,80
5871,Caucasian,M,45-64,Kent,mail,oakland,16
5872,Caucasian,M,45-64,Kent,postcards,lpv,67
5873,Caucasian,M,45-64,Kent,text,lpv,4870
5874,Caucasian,M,45-64,Kent,text,oakland,8
5876,Caucasian,M,45-64,Kent,text,scomi,1231
5877,Caucasian,M,45-64,Keweenaw,text,lpv,14
5878,Caucasian,M,45-64,Keweenaw,text,scomi,2
5879,Caucasian,M,45-64,Lake,call,lpv,7
5880,Caucasian,M,45-64,Lake,mail,lpv,4
5881,Caucasian,M,45-64,Lake,postcards,lpv,2
5882,Caucasian,M,45-64,Lake,text,lpv,89
5884,Caucasian,M,45-64,Lake,text,scomi,2
5885,Caucasian,M,45-64,Lapeer,mail,oakland,1
5886,Caucasian,M,45-64,Lapeer,postcards,lpv,16
5887,Caucasian,M,45-64,Lapeer,text,lpv,875
5888,Caucasian,M,45-64,Lapeer,text,oakland,4
5891,Caucasian,M,45-64,Lapeer,text,scomi,12
5892,Caucasian,M,45-64,Leelanau,call,oakland,5
5893,Caucasian,M,45-64,Leelanau,mail,oakland,15
5894,Caucasian,M,45-64,Leelanau,phone,oakland,5
5895,Caucasian,M,45-64,Leelanau,text,lpv,238
5897,Caucasian,M,45-64,Leelanau,text,scomi,4
5898,Caucasian,M,45-64,Lenawee,call,lpv,1
5899,Caucasian,M,45-64,Lenawee,mail,lpv,1
5900,Caucasian,M,45-64,Lenawee,postcards,lpv,10
5901,Caucasian,M,45-64,Lenawee,text,lpv,1138
5903,Caucasian,M,45-64,Lenawee,text,scomi,51
5904,Caucasian,M,45-64,Livingston,call,lpv,5
5905,Caucasian,M,45-64,Livingston,call,oakland,9
5906,Caucasian,M,45-64,Livingston,mail,lpv,3
5907,Caucasian,M,45-64,Livingston,mail,oakland,38
5908,Caucasian,M,45-64,Livingston,phone,oakland,9
5910,Caucasian,M,45-64,Livingston,postcards,lpv,19
5911,Caucasian,M,45-64,Livingston,text,lpv,2293
5912,Caucasian,M,45-64,Livingston,text,oakland,9
5915,Caucasian,M,45-64,Livingston,text,scomi,36
5916,Caucasian,M,45-64,Luce,call,lpv,3
5917,Caucasian,M,45-64,Luce,text,lpv,29
5918,Caucasian,M,45-64,Mackinac,mail,lpv,1
5919,Caucasian,M,45-64,Mackinac,postcards,lpv,3
5920,Caucasian,M,45-64,Mackinac,text,lpv,108
5922,Caucasian,M,45-64,Mackinac,text,scomi,3
5923,Caucasian,M,45-64,Macomb,call,lpv,214
5924,Caucasian,M,45-64,Macomb,call,oakland,10
5925,Caucasian,M,45-64,Macomb,mail,lpv,268
5926,Caucasian,M,45-64,Macomb,mail,oakland,125
5927,Caucasian,M,45-64,Macomb,phone,oakland,10
5929,Caucasian,M,45-64,Macomb,postcards,lpv,156
5930,Caucasian,M,45-64,Macomb,text,lpv,9525
5931,Caucasian,M,45-64,Macomb,text,oakland,90
5934,Caucasian,M,45-64,Macomb,text,scomi,3884
5935,Caucasian,M,45-64,Manistee,call,lpv,1
5936,Caucasian,M,45-64,Manistee,postcards,lpv,3
5937,Caucasian,M,45-64,Manistee,text,lpv,274
5939,Caucasian,M,45-64,Manistee,text,scomi,2
5940,Caucasian,M,45-64,Marquette,postcards,lpv,16
5941,Caucasian,M,45-64,Marquette,text,lpv,515
5942,Caucasian,M,45-64,Marquette,text,scomi,143
5943,Caucasian,M,45-64,Mason,text,lpv,215
5945,Caucasian,M,45-64,Mason,text,scomi,4
5946,Caucasian,M,45-64,Mecosta,postcards,lpv,6
5947,Caucasian,M,45-64,Mecosta,text,lpv,292
5949,Caucasian,M,45-64,Mecosta,text,scomi,3
5950,Caucasian,M,45-64,Menominee,postcards,lpv,4
5951,Caucasian,M,45-64,Menominee,text,lpv,150
5952,Caucasian,M,45-64,Menominee,text,scomi,2
5953,Caucasian,M,45-64,Midland,call,lpv,3
5954,Caucasian,M,45-64,Midland,postcards,lpv,5
5955,Caucasian,M,45-64,Midland,text,lpv,618
5956,Caucasian,M,45-64,Midland,text,scomi,22
5957,Caucasian,M,45-64,Missaukee,postcards,lpv,2
5958,Caucasian,M,45-64,Missaukee,text,lpv,65
5960,Caucasian,M,45-64,Missaukee,text,scomi,7
5961,Caucasian,M,45-64,Monroe,call,lpv,9
5962,Caucasian,M,45-64,Monroe,mail,lpv,4
5963,Caucasian,M,45-64,Monroe,mail,oakland,2
5964,Caucasian,M,45-64,Monroe,postcards,lpv,25
5965,Caucasian,M,45-64,Monroe,text,lpv,2863
5966,Caucasian,M,45-64,Monroe,text,oakland,2
5968,Caucasian,M,45-64,Monroe,text,scomi,35
5969,Caucasian,M,45-64,Montcalm,text,lpv,513
5970,Caucasian,M,45-64,Montcalm,text,scomi,7
5971,Caucasian,M,45-64,Montmorency,call,lpv,6
5972,Caucasian,M,45-64,Montmorency,mail,lpv,6
5973,Caucasian,M,45-64,Montmorency,postcards,lpv,2
5974,Caucasian,M,45-64,Montmorency,text,lpv,96
5976,Caucasian,M,45-64,Montmorency,text,scomi,1
5977,Caucasian,M,45-64,Muskegon,call,lpv,57
5978,Caucasian,M,45-64,Muskegon,mail,lpv,85
5979,Caucasian,M,45-64,Muskegon,postcards,lpv,15
5980,Caucasian,M,45-64,Muskegon,text,lpv,1798
5982,Caucasian,M,45-64,Muskegon,text,scomi,388
5983,Caucasian,M,45-64,Newaygo,call,lpv,9
5984,Caucasian,M,45-64,Newaygo,mail,lpv,6
5985,Caucasian,M,45-64,Newaygo,postcards,lpv,9
5986,Caucasian,M,45-64,Newaygo,text,lpv,518
5987,Caucasian,M,45-64,Newaygo,text,scomi,6
5988,Caucasian,M,45-64,Oakland,call,lpv,40
5989,Caucasian,M,45-64,Oakland,call,oakland,7797
5990,Caucasian,M,45-64,Oakland,mail,lpv,193
5991,Caucasian,M,45-64,Oakland,mail,oakland,76629
5992,Caucasian,M,45-64,Oakland,phone,oakland,8873
5994,Caucasian,M,45-64,Oakland,postcards,lpv,330
5995,Caucasian,M,45-64,Oakland,text,lpv,21094
5996,Caucasian,M,45-64,Oakland,text,oakland,34670
5999,Caucasian,M,45-64,Oakland,text,scomi,2774
6000,Caucasian,M,45-64,Oceana,text,lpv,196
6001,Caucasian,M,45-64,Oceana,text,scomi,3
6002,Caucasian,M,45-64,Ogemaw,call,lpv,2
6003,Caucasian,M,45-64,Ogemaw,mail,lpv,2
6004,Caucasian,M,45-64,Ogemaw,mail,oakland,1
6005,Caucasian,M,45-64,Ogemaw,postcards,lpv,11
6006,Caucasian,M,45-64,Ogemaw,text,lpv,208
6009,Caucasian,M,45-64,Ogemaw,text,scomi,5
6010,Caucasian,M,45-64,Ontonagon,text,lpv,45
6011,Caucasian,M,45-64,Ontonagon,text,scomi,2
6012,Caucasian,M,45-64,Osceola,postcards,lpv,6
