RaceName,Sex,AgeGroup,CountyName,2020_Biden_Support,count
Unknown,F,18-29,Oakland,Undecided/Unsure,6
Caucasian,F,18-29,Lapeer,5. Strong Oppose,6
Caucasian,M,18-29,Shiawassee,5. Strong Oppose,8
Hispanic,F,30-44,Ingham,Undecided/Unsure,2
Black,F,30-44,Cass,5. Strong Oppose,1
Black,F,65+,St. Clair,1. Strong Support,4
Black,M,65+,Kent,2. Lean Support,19
Black,F,65+,Kalamazoo,5. Strong Oppose,14
Black,F,45-64,Saginaw,Not Voting,7
Caucasian,F,18-29,Lenawee,1. Strong Support,2
Caucasian,F,45-64,Manistee,5. Strong Oppose,8
Caucasian,F,45-64,Cheboygan,1. Strong Support,6
Hispanic,F,30-44,Van Buren,4. Lean Oppose,3
Caucasian,F,65+,Berrien,Not Voting,1
Black,F,30-44,Jackson,Not Voting,1
Caucasian,M,45-64,Mason,5. Strong Oppose,2
Black,F,45-64,Lapeer,5. Strong Oppose,1
Hispanic,M,30-44,Lenawee,Undecided/Unsure,1
Hispanic,F,65+,Berrien,5. Strong Oppose,1
Caucasian,F,30-44,Branch,5. Strong Oppose,4
Black,M,18-29,Oakland,4. Lean Oppose,20
Unknown,M,18-29,Oakland,5. Strong Oppose,4
Caucasian,M,30-44,Shiawassee,4. Lean Oppose,2
Unknown,M,18-29,Kalamazoo,1. Strong Support,10
Caucasian,F,30-44,Shiawassee,1. Strong Support,22
Black,F,30-44,Marquette,1. Strong Support,4
Caucasian,F,30-44,Manistee,5. Strong Oppose,6
Caucasian,F,65+,Alcona,5. Strong Oppose,5
Caucasian,M,45-64,Barry,1. Strong Support,3
Hispanic,M,18-29,Kent,4. Lean Oppose,12
Unknown,F,18-29,Genesee,Undecided/Unsure,7
Hispanic,F,18-29,Washtenaw,5. Strong Oppose,7
Caucasian,F,18-29,Iron,5. Strong Oppose,3
Unknown,M,30-44,Genesee,4. Lean Oppose,3
Hispanic,F,30-44,Oceana,2. Lean Support,1
Unknown,M,18-29,Saginaw,4. Lean Oppose,1
Caucasian,M,45-64,Calhoun,1. Strong Support,13
Hispanic,M,65+,Ingham,Not Voting,8
Hispanic,F,30-44,St. Clair,1. Strong Support,4
Black,F,30-44,Macomb,Undecided/Unsure,92
Unknown,F,18-29,Wayne,5. Strong Oppose,22
Caucasian,F,18-29,Ingham,5. Strong Oppose,54
Caucasian,M,30-44,Livingston,Not Voting,1
Asian,F,30-44,Macomb,Undecided/Unsure,15
Caucasian,M,45-64,Berrien,1. Strong Support,7
Caucasian,F,65+,Hillsdale,1. Strong Support,5
Hispanic,F,18-29,Berrien,Undecided/Unsure,1
Caucasian,F,18-29,Newaygo,4. Lean Oppose,3
Hispanic,M,65+,Saginaw,4. Lean Oppose,4
Caucasian,M,65+,Manistee,Undecided/Unsure,1
Hispanic,F,65+,Oakland,1. Strong Support,63
Caucasian,F,45-64,Washtenaw,2. Lean Support,20
Caucasian,M,30-44,Bay,Not Voting,9
Black,F,45-64,Oakland,5. Strong Oppose,458
Caucasian,F,45-64,Washtenaw,Not Voting,4
Caucasian,M,45-64,Kalamazoo,Not Voting,3
Black,M,18-29,Ingham,5. Strong Oppose,20
Black,F,45-64,Genesee,2. Lean Support,100
Black,M,45-64,Saginaw,5. Strong Oppose,79
Caucasian,F,30-44,Houghton,1. Strong Support,9
Caucasian,F,65+,Washtenaw,4. Lean Oppose,2
Caucasian,F,65+,Ogemaw,1. Strong Support,2
Caucasian,F,18-29,Otsego,5. Strong Oppose,4
Caucasian,M,30-44,Lenawee,2. Lean Support,3
Caucasian,F,30-44,Clare,Not Voting,1
Black,F,18-29,St. Joseph,5. Strong Oppose,1
Caucasian,F,18-29,Alpena,1. Strong Support,1
Caucasian,M,65+,Macomb,Undecided/Unsure,3
Caucasian,M,18-29,Wayne,1. Strong Support,334
Caucasian,M,30-44,Washtenaw,Not Voting,8
Unknown,F,18-29,Kent,2. Lean Support,6
Hispanic,F,18-29,Ingham,5. Strong Oppose,3
Caucasian,M,45-64,Oakland,Not Voting,59
Unknown,F,45-64,St. Clair,1. Strong Support,2
Caucasian,F,65+,Saginaw,2. Lean Support,1
Caucasian,F,30-44,Lapeer,1. Strong Support,3
Caucasian,F,30-44,Menominee,1. Strong Support,2
Hispanic,M,65+,Ionia,5. Strong Oppose,3
Caucasian,M,45-64,Genesee,Not Voting,8
Caucasian,F,45-64,Oakland,4. Lean Oppose,80
Hispanic,M,45-64,Calhoun,5. Strong Oppose,5
Hispanic,M,65+,Wayne,Undecided/Unsure,7
Caucasian,M,30-44,Ottawa,4. Lean Oppose,7
Black,F,18-29,Oakland,5. Strong Oppose,150
Caucasian,M,18-29,Genesee,2. Lean Support,19
Caucasian,F,18-29,Jackson,1. Strong Support,9
Caucasian,F,30-44,Allegan,5. Strong Oppose,16
Unknown,M,45-64,Kent,2. Lean Support,3
Caucasian,M,30-44,Alpena,1. Strong Support,1
Asian,M,45-64,Clinton,5. Strong Oppose,1
Unknown,F,65+,Van Buren,1. Strong Support,1
Caucasian,F,30-44,Wayne,5. Strong Oppose,684
Caucasian,F,45-64,Washtenaw,Undecided/Unsure,10
Caucasian,F,18-29,Macomb,1. Strong Support,254
Caucasian,F,30-44,Washtenaw,5. Strong Oppose,99
Caucasian,F,30-44,Washtenaw,Undecided/Unsure,49
Asian,M,30-44,Kent,1. Strong Support,35
Asian,F,65+,Oakland,4. Lean Oppose,5
Hispanic,M,18-29,Calhoun,Undecided/Unsure,2
Hispanic,F,18-29,Oakland,2. Lean Support,9
Caucasian,F,30-44,Livingston,Undecided/Unsure,17
Caucasian,M,45-64,Houghton,2. Lean Support,3
Caucasian,F,65+,Dickinson,5. Strong Oppose,3
Caucasian,F,30-44,Dickinson,1. Strong Support,8
Black,F,65+,Muskegon,Undecided/Unsure,2
Caucasian,M,65+,Monroe,2. Lean Support,2
Caucasian,F,18-29,Clinton,4. Lean Oppose,5
Hispanic,F,18-29,St. Clair,4. Lean Oppose,3
Hispanic,M,30-44,Manistee,5. Strong Oppose,3
Hispanic,F,18-29,Allegan,1. Strong Support,1
Caucasian,M,30-44,Oscoda,1. Strong Support,1
Hispanic,M,45-64,Wayne,1. Strong Support,98
Caucasian,F,65+,Genesee,2. Lean Support,24
Hispanic,M,30-44,Washtenaw,Undecided/Unsure,12
Black,M,45-64,Genesee,Undecided/Unsure,492
Unknown,M,30-44,Kalamazoo,Undecided/Unsure,3
Caucasian,M,30-44,Ingham,2. Lean Support,10
Caucasian,F,18-29,Wayne,Not Voting,26
Black,M,45-64,Macomb,Undecided/Unsure,40
Black,F,45-64,Baraga,5. Strong Oppose,2
Black,M,45-64,Washtenaw,2. Lean Support,20
Caucasian,F,30-44,Jackson,4. Lean Oppose,13
Asian,F,65+,Washtenaw,1. Strong Support,2
Caucasian,F,30-44,Mecosta,1. Strong Support,5
Caucasian,M,45-64,Sanilac,1. Strong Support,4
Caucasian,F,45-64,Gladwin,1. Strong Support,6
Black,F,45-64,Eaton,Undecided/Unsure,2
Caucasian,M,18-29,Tuscola,5. Strong Oppose,4
Caucasian,M,18-29,Eaton,Not Voting,3
Hispanic,M,65+,Muskegon,1. Strong Support,2
Asian,M,30-44,Ottawa,1. Strong Support,2
Caucasian,F,65+,Gladwin,1. Strong Support,4
Unknown,M,30-44,Macomb,Undecided/Unsure,7
Asian,F,30-44,Macomb,5. Strong Oppose,9
Black,F,18-29,Washtenaw,1. Strong Support,183
Caucasian,M,18-29,Genesee,Undecided/Unsure,81
Hispanic,F,30-44,Kalamazoo,Undecided/Unsure,11
Unknown,F,30-44,Washtenaw,5. Strong Oppose,18
Black,F,65+,Washtenaw,5. Strong Oppose,18
Hispanic,F,18-29,Kalamazoo,1. Strong Support,14
Asian,M,30-44,Macomb,4. Lean Oppose,4
Caucasian,F,30-44,Marquette,4. Lean Oppose,2
Caucasian,F,30-44,Gratiot,5. Strong Oppose,3
Caucasian,M,65+,Lapeer,5. Strong Oppose,1
Black,F,18-29,Muskegon,Undecided/Unsure,4
Caucasian,F,18-29,Leelanau,4. Lean Oppose,1
Caucasian,M,30-44,Ontonagon,5. Strong Oppose,1
Caucasian,M,18-29,Presque Isle,5. Strong Oppose,3
Unknown,M,18-29,Washtenaw,1. Strong Support,3
Caucasian,M,45-64,Bay,Undecided/Unsure,2
Caucasian,F,30-44,Jackson,2. Lean Support,2
Caucasian,M,45-64,Huron,1. Strong Support,1
Caucasian,F,65+,Genesee,1. Strong Support,159
Caucasian,M,45-64,Ingham,1. Strong Support,36
Hispanic,M,65+,Genesee,Undecided/Unsure,1
Unknown,F,65+,Genesee,1. Strong Support,14
Asian,M,45-64,Wayne,5. Strong Oppose,60
Caucasian,F,30-44,Ottawa,1. Strong Support,34
Black,M,18-29,Wayne,4. Lean Oppose,44
Black,F,18-29,Genesee,2. Lean Support,36
Caucasian,F,18-29,Wayne,Undecided/Unsure,63
Black,M,45-64,Kent,4. Lean Oppose,26
Caucasian,F,30-44,Lake,1. Strong Support,2
Unknown,M,30-44,Bay,1. Strong Support,1
Caucasian,M,45-64,Isabella,Not Voting,1
Caucasian,M,30-44,Delta,1. Strong Support,1
Caucasian,M,30-44,Clinton,Undecided/Unsure,1
Unknown,F,30-44,Midland,Not Voting,1
Caucasian,M,45-64,Genesee,Undecided/Unsure,100
Caucasian,F,65+,Ingham,1. Strong Support,57
Caucasian,F,30-44,St. Joseph,5. Strong Oppose,15
Caucasian,M,18-29,Genesee,1. Strong Support,103
Asian,M,18-29,Macomb,1. Strong Support,60
Asian,F,30-44,Oakland,2. Lean Support,13
Unknown,F,18-29,Wayne,Not Voting,10
Hispanic,F,18-29,Van Buren,Undecided/Unsure,4
Black,M,30-44,St. Clair,4. Lean Oppose,3
Caucasian,M,65+,Tuscola,5. Strong Oppose,1
Caucasian,M,30-44,Grand Traverse,Not Voting,2
Asian,F,45-64,Kent,Undecided/Unsure,1
Caucasian,F,30-44,Clinton,4. Lean Oppose,1
Caucasian,M,65+,Macomb,5. Strong Oppose,139
Asian,F,45-64,Macomb,Undecided/Unsure,14
Caucasian,M,30-44,Wayne,2. Lean Support,65
Hispanic,F,30-44,Genesee,1. Strong Support,63
Asian,F,30-44,Macomb,1. Strong Support,101
Caucasian,M,18-29,Macomb,5. Strong Oppose,158
Unknown,M,18-29,Saginaw,5. Strong Oppose,3
Hispanic,F,45-64,Oakland,Undecided/Unsure,13
Black,F,30-44,Jackson,2. Lean Support,5
Black,M,18-29,Macomb,Undecided/Unsure,25
Caucasian,F,18-29,Mason,5. Strong Oppose,7
Hispanic,M,30-44,Kalamazoo,5. Strong Oppose,5
Unknown,M,30-44,Genesee,1. Strong Support,9
Unknown,M,30-44,St. Clair,2. Lean Support,2
Caucasian,F,30-44,Monroe,2. Lean Support,1
Caucasian,F,30-44,Berrien,Undecided/Unsure,1
Hispanic,F,18-29,Wayne,Undecided/Unsure,1
Black,F,45-64,Van Buren,Undecided/Unsure,2
Asian,M,45-64,Wayne,Undecided/Unsure,28
Caucasian,M,30-44,Kent,4. Lean Oppose,93
Caucasian,M,30-44,Oakland,5. Strong Oppose,575
Unknown,F,45-64,Washtenaw,Undecided/Unsure,6
Caucasian,F,45-64,Muskegon,2. Lean Support,7
Asian,F,30-44,Oakland,Undecided/Unsure,17
Hispanic,F,45-64,Macomb,2. Lean Support,5
Black,F,18-29,Ingham,Not Voting,4
Caucasian,M,18-29,Bay,1. Strong Support,9
Caucasian,M,45-64,Lapeer,5. Strong Oppose,13
Asian,M,18-29,Oakland,Undecided/Unsure,5
Caucasian,F,45-64,Mackinac,5. Strong Oppose,3
Black,F,45-64,Kalamazoo,Undecided/Unsure,14
Caucasian,M,18-29,Midland,4. Lean Oppose,3
Caucasian,M,18-29,St. Joseph,5. Strong Oppose,3
Asian,F,30-44,Macomb,4. Lean Oppose,2
Hispanic,M,45-64,Barry,5. Strong Oppose,3
Hispanic,M,45-64,Ottawa,4. Lean Oppose,2
Caucasian,F,45-64,Baraga,1. Strong Support,2
Caucasian,M,45-64,Tuscola,2. Lean Support,1
Black,M,30-44,Jackson,Undecided/Unsure,3
Hispanic,M,18-29,Gratiot,5. Strong Oppose,1
Black,M,18-29,Saginaw,2. Lean Support,1
Caucasian,M,65+,Wayne,4. Lean Oppose,12
Caucasian,M,65+,Saginaw,1. Strong Support,10
Caucasian,M,65+,Ingham,5. Strong Oppose,28
Caucasian,F,45-64,Gratiot,5. Strong Oppose,6
Hispanic,F,30-44,Kalamazoo,5. Strong Oppose,17
Caucasian,F,18-29,St. Clair,2. Lean Support,7
Black,M,18-29,Kent,5. Strong Oppose,51
Hispanic,M,18-29,Kent,1. Strong Support,146
Black,M,18-29,Kent,2. Lean Support,51
Unknown,M,30-44,Ottawa,Not Voting,6
Caucasian,M,18-29,Midland,1. Strong Support,9
Black,F,18-29,Eaton,1. Strong Support,11
Asian,F,18-29,Wayne,Not Voting,19
Hispanic,M,30-44,Genesee,2. Lean Support,5
Unknown,F,65+,Oakland,2. Lean Support,4
Black,F,45-64,Genesee,Not Voting,37
Caucasian,M,18-29,Lapeer,5. Strong Oppose,3
Caucasian,M,30-44,Alpena,4. Lean Oppose,2
Black,M,30-44,Clinton,1. Strong Support,2
Caucasian,M,18-29,Clinton,1. Strong Support,2
Caucasian,F,30-44,Gladwin,5. Strong Oppose,4
Caucasian,F,65+,Missaukee,2. Lean Support,2
Black,F,65+,Kent,2. Lean Support,9
Unknown,F,18-29,Washtenaw,2. Lean Support,3
Caucasian,F,65+,Hillsdale,5. Strong Oppose,2
Caucasian,M,18-29,Hillsdale,1. Strong Support,3
Asian,F,30-44,Iosco,1. Strong Support,1
Caucasian,M,65+,Gladwin,1. Strong Support,1
Black,M,65+,Ingham,5. Strong Oppose,1
Unknown,M,45-64,Macomb,5. Strong Oppose,29
Unknown,M,45-64,Wayne,5. Strong Oppose,41
Caucasian,M,45-64,Oakland,2. Lean Support,76
Caucasian,F,65+,Jackson,1. Strong Support,26
Unknown,M,18-29,Wayne,1. Strong Support,80
Black,F,65+,Washtenaw,1. Strong Support,51
Asian,M,45-64,Berrien,1. Strong Support,6
Unknown,M,30-44,Kalamazoo,5. Strong Oppose,5
Black,F,45-64,Macomb,4. Lean Oppose,11
Caucasian,M,30-44,Monroe,5. Strong Oppose,36
Caucasian,F,65+,St. Joseph,5. Strong Oppose,6
Hispanic,F,30-44,Eaton,5. Strong Oppose,4
Unknown,M,30-44,Washtenaw,2. Lean Support,1
Caucasian,M,65+,Houghton,1. Strong Support,2
Caucasian,M,45-64,Dickinson,5. Strong Oppose,1
Black,M,30-44,Baraga,5. Strong Oppose,1
Hispanic,M,30-44,Muskegon,4. Lean Oppose,1
Black,F,45-64,Emmet,2. Lean Support,1
Caucasian,F,18-29,Chippewa,1. Strong Support,1
Caucasian,M,30-44,Wayne,5. Strong Oppose,735
Caucasian,F,45-64,Genesee,5. Strong Oppose,115
Caucasian,F,30-44,Wayne,2. Lean Support,66
Unknown,M,45-64,Washtenaw,Undecided/Unsure,9
Caucasian,M,65+,Bay,5. Strong Oppose,6
Asian,F,30-44,Kalamazoo,1. Strong Support,10
Black,F,30-44,Oakland,5. Strong Oppose,347
Black,F,45-64,Kalamazoo,1. Strong Support,130
Caucasian,F,65+,St. Clair,2. Lean Support,2
Caucasian,F,18-29,Saginaw,Not Voting,3
Black,M,18-29,Ottawa,Not Voting,2
Caucasian,F,30-44,Lapeer,5. Strong Oppose,19
Black,F,30-44,Jackson,1. Strong Support,8
Black,M,45-64,Macomb,4. Lean Oppose,23
Black,F,18-29,Chippewa,1. Strong Support,1
Caucasian,F,45-64,Cheboygan,5. Strong Oppose,2
Asian,F,18-29,Berrien,5. Strong Oppose,3
Unknown,M,18-29,Calhoun,1. Strong Support,1
Caucasian,M,30-44,Emmet,2. Lean Support,1
Caucasian,M,65+,Macomb,1. Strong Support,112
Black,F,45-64,Genesee,Undecided/Unsure,484
Caucasian,M,65+,Kent,4. Lean Oppose,3
Caucasian,M,65+,Calhoun,5. Strong Oppose,15
Black,F,30-44,Wayne,Not Voting,332
Unknown,M,45-64,Washtenaw,2. Lean Support,6
Black,U,18-29,Wayne,5. Strong Oppose,4
Caucasian,M,65+,Ionia,1. Strong Support,3
Caucasian,M,30-44,Oceana,4. Lean Oppose,2
Caucasian,M,30-44,Huron,5. Strong Oppose,3
Caucasian,F,30-44,Cheboygan,1. Strong Support,2
Black,F,18-29,Kalamazoo,Not Voting,4
Caucasian,F,65+,Lapeer,Undecided/Unsure,2
Caucasian,F,65+,Crawford,2. Lean Support,1
Asian,M,45-64,Kent,5. Strong Oppose,8
Unknown,F,18-29,Macomb,Not Voting,5
Black,F,45-64,Van Buren,5. Strong Oppose,2
Caucasian,M,18-29,Ottawa,Not Voting,1
Black,F,30-44,Lenawee,1. Strong Support,1
Black,F,45-64,Wayne,Undecided/Unsure,502
Caucasian,F,65+,Osceola,2. Lean Support,1
Asian,F,65+,Oakland,1. Strong Support,77
Caucasian,F,30-44,Washtenaw,Not Voting,20
Black,F,18-29,Kalamazoo,5. Strong Oppose,34
Black,F,18-29,Ingham,1. Strong Support,58
Black,M,30-44,Kent,Undecided/Unsure,96
Caucasian,F,65+,Oakland,4. Lean Oppose,84
Hispanic,F,45-64,Oakland,Not Voting,6
Hispanic,F,18-29,Washtenaw,2. Lean Support,5
Caucasian,M,30-44,Saginaw,4. Lean Oppose,13
Caucasian,M,65+,Branch,5. Strong Oppose,2
Unknown,F,30-44,Chippewa,5. Strong Oppose,2
Caucasian,M,65+,Allegan,5. Strong Oppose,1
Hispanic,M,65+,Cass,1. Strong Support,3
Caucasian,M,65+,Ionia,5. Strong Oppose,3
Caucasian,F,30-44,Charlevoix,5. Strong Oppose,3
Black,F,30-44,Missaukee,5. Strong Oppose,1
Caucasian,M,65+,Kalamazoo,Undecided/Unsure,5
Caucasian,M,30-44,Marquette,Not Voting,2
Caucasian,F,18-29,Calhoun,Undecided/Unsure,2
Unknown,F,18-29,Ingham,1. Strong Support,10
Asian,M,18-29,Washtenaw,Undecided/Unsure,9
Black,M,30-44,Genesee,Not Voting,38
Black,F,30-44,Cass,1. Strong Support,2
Asian,F,65+,Genesee,1. Strong Support,3
Hispanic,F,45-64,Berrien,Not Voting,3
Asian,F,45-64,Kent,5. Strong Oppose,1
Caucasian,M,45-64,Cass,1. Strong Support,3
Caucasian,M,30-44,Montcalm,4. Lean Oppose,1
Black,M,30-44,Ottawa,2. Lean Support,1
Caucasian,M,18-29,Berrien,4. Lean Oppose,1
Caucasian,M,18-29,Van Buren,1. Strong Support,1
Unknown,M,45-64,Kalamazoo,5. Strong Oppose,1
Black,F,45-64,Macomb,1. Strong Support,816
Caucasian,M,45-64,Ottawa,1. Strong Support,6
Black,M,18-29,Genesee,Undecided/Unsure,247
Caucasian,F,18-29,Saginaw,4. Lean Oppose,6
Caucasian,M,45-64,Livingston,2. Lean Support,2
Black,F,30-44,Ottawa,2. Lean Support,2
Caucasian,F,18-29,Mecosta,5. Strong Oppose,4
Asian,F,45-64,Eaton,1. Strong Support,3
Hispanic,F,30-44,Bay,5. Strong Oppose,4
Caucasian,M,45-64,Montcalm,1. Strong Support,2
Caucasian,F,45-64,Clare,2. Lean Support,1
Black,M,45-64,Allegan,5. Strong Oppose,1
Black,M,30-44,Branch,5. Strong Oppose,1
Caucasian,F,65+,Wayne,5. Strong Oppose,359
Unknown,F,65+,Wayne,5. Strong Oppose,3
Caucasian,M,45-64,Macomb,2. Lean Support,10
Caucasian,M,45-64,Kent,1. Strong Support,149
Hispanic,M,45-64,Macomb,1. Strong Support,24
Hispanic,M,30-44,Wayne,4. Lean Oppose,9
Caucasian,M,18-29,Macomb,4. Lean Oppose,44
Caucasian,M,18-29,Ottawa,4. Lean Oppose,8
Unknown,F,30-44,Calhoun,1. Strong Support,2
Black,M,30-44,Van Buren,1. Strong Support,2
Native American,F,30-44,Chippewa,5. Strong Oppose,2
Unknown,M,45-64,Ingham,1. Strong Support,5
Caucasian,M,65+,Manistee,5. Strong Oppose,3
Caucasian,M,65+,Newaygo,5. Strong Oppose,1
Hispanic,F,65+,Lenawee,1. Strong Support,4
Hispanic,M,65+,Eaton,4. Lean Oppose,3
Asian,M,18-29,Genesee,5. Strong Oppose,3
Caucasian,M,30-44,Ottawa,2. Lean Support,1
Caucasian,M,45-64,Iosco,Not Voting,1
Caucasian,M,45-64,Calhoun,Not Voting,1
Caucasian,M,65+,Oakland,Undecided/Unsure,114
Caucasian,F,45-64,Kalamazoo,5. Strong Oppose,28
Caucasian,F,30-44,Macomb,2. Lean Support,19
Black,F,30-44,Macomb,2. Lean Support,46
Black,F,30-44,Kent,2. Lean Support,96
Caucasian,F,45-64,Montcalm,5. Strong Oppose,12
Caucasian,M,18-29,St. Joseph,1. Strong Support,6
Hispanic,M,18-29,Kalamazoo,Undecided/Unsure,7
Caucasian,F,18-29,Livingston,2. Lean Support,9
Caucasian,M,45-64,Baraga,5. Strong Oppose,3
Caucasian,M,45-64,Oceana,5. Strong Oppose,2
Black,F,45-64,Muskegon,2. Lean Support,4
Hispanic,F,65+,Ingham,5. Strong Oppose,1
Unknown,M,30-44,Saginaw,Undecided/Unsure,2
Caucasian,F,45-64,Bay,4. Lean Oppose,1
Asian,M,65+,Kalamazoo,1. Strong Support,1
Unknown,F,65+,Wayne,Undecided/Unsure,6
Hispanic,F,45-64,Genesee,Undecided/Unsure,24
Black,F,30-44,Wayne,1. Strong Support,8952
Hispanic,F,45-64,Ingham,5. Strong Oppose,7
Hispanic,M,45-64,Kent,2. Lean Support,27
Caucasian,F,30-44,Oakland,Undecided/Unsure,105
Unknown,M,30-44,Cass,1. Strong Support,5
Asian,F,18-29,Macomb,1. Strong Support,55
Hispanic,F,65+,Macomb,1. Strong Support,6
Hispanic,F,45-64,Kent,Undecided/Unsure,20
Asian,M,45-64,Oakland,2. Lean Support,16
Caucasian,M,18-29,Monroe,5. Strong Oppose,20
Black,M,45-64,Washtenaw,Not Voting,21
Asian,M,18-29,Macomb,4. Lean Oppose,6
Caucasian,F,65+,Gladwin,5. Strong Oppose,4
Caucasian,M,45-64,Gogebic,5. Strong Oppose,8
Hispanic,F,65+,Kent,Undecided/Unsure,10
Caucasian,F,18-29,Ottawa,Not Voting,6
Hispanic,M,65+,Kalamazoo,Not Voting,2
Caucasian,M,45-64,Clinton,2. Lean Support,1
Caucasian,F,30-44,Leelanau,1. Strong Support,2
Caucasian,M,65+,Eaton,5. Strong Oppose,7
Caucasian,F,45-64,Newaygo,1. Strong Support,2
Asian,M,30-44,Washtenaw,1. Strong Support,27
Asian,F,30-44,Jackson,2. Lean Support,4
Black,M,45-64,Berrien,Undecided/Unsure,12
Asian,F,30-44,Ingham,1. Strong Support,11
Asian,F,18-29,Isabella,1. Strong Support,6
Caucasian,M,30-44,Shiawassee,Undecided/Unsure,3
Caucasian,M,65+,Delta,1. Strong Support,3
Caucasian,F,65+,Mecosta,2. Lean Support,1
Caucasian,F,45-64,Clinton,2. Lean Support,1
Caucasian,F,30-44,Iron,5. Strong Oppose,1
Hispanic,M,30-44,Berrien,4. Lean Oppose,1
Caucasian,M,30-44,Iron,5. Strong Oppose,1
Caucasian,M,45-64,Saginaw,1. Strong Support,11
Caucasian,F,65+,Ingham,2. Lean Support,8
Caucasian,M,45-64,Monroe,5. Strong Oppose,27
Unknown,F,65+,Macomb,1. Strong Support,6
Caucasian,F,30-44,Calhoun,5. Strong Oppose,26
Caucasian,F,45-64,Delta,2. Lean Support,1
Hispanic,M,30-44,Genesee,Undecided/Unsure,29
Black,M,18-29,Washtenaw,Not Voting,10
Caucasian,F,45-64,Clare,5. Strong Oppose,2
Caucasian,M,65+,Kalamazoo,Not Voting,2
Black,M,18-29,Lenawee,Undecided/Unsure,1
Hispanic,M,65+,Kent,Undecided/Unsure,9
Caucasian,F,30-44,Cheboygan,5. Strong Oppose,4
Caucasian,F,18-29,Allegan,5. Strong Oppose,4
Hispanic,F,18-29,Washtenaw,4. Lean Oppose,3
Unknown,F,45-64,Ingham,2. Lean Support,4
Caucasian,M,65+,Houghton,5. Strong Oppose,2
Caucasian,F,65+,Baraga,1. Strong Support,1
Hispanic,M,45-64,Berrien,5. Strong Oppose,1
Black,M,30-44,Wayne,2. Lean Support,382
Caucasian,F,30-44,Van Buren,5. Strong Oppose,11
Caucasian,F,18-29,Kalamazoo,2. Lean Support,20
Asian,F,30-44,Wayne,Undecided/Unsure,25
Hispanic,M,45-64,Oakland,2. Lean Support,2
Hispanic,M,45-64,Wayne,4. Lean Oppose,2
Hispanic,F,30-44,Bay,Undecided/Unsure,4
Black,M,65+,Genesee,5. Strong Oppose,42
Caucasian,M,30-44,Monroe,1. Strong Support,12
Caucasian,F,45-64,Houghton,5. Strong Oppose,5
Black,M,65+,Genesee,4. Lean Oppose,7
Hispanic,F,30-44,Clinton,5. Strong Oppose,4
Caucasian,M,18-29,Ottawa,5. Strong Oppose,3
Caucasian,F,65+,Oakland,5. Strong Oppose,1257
Unknown,F,30-44,Kent,1. Strong Support,59
Unknown,M,65+,Kent,1. Strong Support,13
Caucasian,M,30-44,Ingham,5. Strong Oppose,85
Black,F,18-29,Oakland,1. Strong Support,1099
Unknown,F,45-64,Ingham,4. Lean Oppose,10
Hispanic,F,30-44,Allegan,5. Strong Oppose,6
Unknown,F,45-64,Marquette,1. Strong Support,6
Caucasian,F,18-29,Marquette,2. Lean Support,3
Asian,M,18-29,Oakland,1. Strong Support,80
Caucasian,F,65+,Clinton,1. Strong Support,5
Caucasian,F,30-44,Roscommon,5. Strong Oppose,8
Black,M,45-64,Ingham,1. Strong Support,65
Unknown,M,18-29,Kent,1. Strong Support,20
Black,M,65+,Wayne,4. Lean Oppose,23
Hispanic,M,18-29,Genesee,5. Strong Oppose,13
Caucasian,M,30-44,Montcalm,1. Strong Support,5
Caucasian,M,65+,Barry,1. Strong Support,1
Hispanic,F,45-64,Eaton,1. Strong Support,5
Asian,F,65+,Washtenaw,4. Lean Oppose,6
Black,M,45-64,Saginaw,4. Lean Oppose,3
Black,M,30-44,Jackson,4. Lean Oppose,1
Caucasian,M,18-29,Manistee,1. Strong Support,1
Caucasian,M,45-64,Oakland,Undecided/Unsure,89
Caucasian,F,45-64,Allegan,5. Strong Oppose,8
Unknown,F,30-44,Saginaw,1. Strong Support,8
Caucasian,F,30-44,Mecosta,5. Strong Oppose,17
Caucasian,F,30-44,Montcalm,Undecided/Unsure,6
Caucasian,M,18-29,Ingham,1. Strong Support,28
Asian,F,18-29,Ottawa,1. Strong Support,4
Caucasian,F,30-44,Van Buren,1. Strong Support,10
Black,M,45-64,Grand Traverse,1. Strong Support,2
Caucasian,F,30-44,Saginaw,Undecided/Unsure,2
Caucasian,M,65+,Newaygo,1. Strong Support,1
Hispanic,F,65+,Macomb,5. Strong Oppose,4
Caucasian,M,45-64,Otsego,1. Strong Support,1
Unknown,M,65+,Genesee,4. Lean Oppose,1
Asian,M,30-44,Calhoun,5. Strong Oppose,1
Unknown,M,45-64,Wayne,1. Strong Support,97
Hispanic,M,65+,Macomb,1. Strong Support,6
Hispanic,M,65+,Oakland,Not Voting,8
Hispanic,F,18-29,Wayne,5. Strong Oppose,30
Unknown,M,30-44,Calhoun,1. Strong Support,4
Caucasian,F,18-29,Genesee,Not Voting,18
Black,F,18-29,Genesee,Not Voting,44
Asian,F,18-29,Kent,2. Lean Support,9
Caucasian,F,30-44,Allegan,1. Strong Support,12
Caucasian,F,30-44,Kalamazoo,2. Lean Support,22
Black,M,65+,Eaton,Undecided/Unsure,2
Caucasian,M,45-64,Tuscola,1. Strong Support,3
Black,M,18-29,Monroe,5. Strong Oppose,1
Hispanic,M,30-44,Gratiot,1. Strong Support,1
Black,M,30-44,Genesee,1. Strong Support,1225
Unknown,F,30-44,Genesee,1. Strong Support,39
